,created_utc,id,author,num_comments,month,Ratio_Of_Gaps,Number_of_Gaps,Sentiment_Of_Post,Sentiment_Of_Comments,Score_Of_Comments,Score
503,2018-07-24 21:18:54,91lihz,juanbretti,5,7,2.5,7,0.7194,0.0,neutral,Low
504,2018-07-24 22:25:23,91m1vo,Arcticblew,0,7,0.0,2,0.0258,0.0,neutral,Low
505,2018-07-25 04:55:18,91ou92,SteveTheFreshman,3,7,1.0,1,0.6369,1.0,positive,Low
506,2018-07-25 15:50:54,91t0i7,m4ly,3,7,3.0,4,-0.9517,0.0,neutral,Low
507,2018-07-25 18:25:07,91uer2,VolatilePotato,6,7,0.0,0,-0.1298,0.0,neutral,Low
508,2018-07-25 20:14:01,91ve92,Gazumbo,10,7,0.0,1,0.9165,0.0,neutral,Low
509,2018-07-26 02:05:17,91y6s9,Mapkos13,10,7,0.0,0,-0.5743,0.0,neutral,Low
510,2018-07-26 04:19:31,91z3ee,AirRights11,7,7,0.0,1,0.9761,0.0,neutral,Low
511,2018-07-26 11:02:38,921aa2,olerap,4,7,0.0,0,0.0,0.0,neutral,Low
512,2018-07-26 16:01:14,923iki,nogoalov11,4,7,2.0,9,0.3939,0.0,positive,Low
513,2018-07-26 18:30:15,924uew,gnwjd12,5,7,1.75,11,0.0,0.0,neutral,Low
514,2018-07-26 19:23:38,925bep,kelembu,0,7,0.0,0,0.5255,0.0,neutral,Low
515,2018-07-27 06:49:16,92a97t,Crypto-Rookie,15,7,2.3333333333333335,10,-0.4738,1.0,highly_positive,Low
516,2018-07-27 11:26:31,92boqb,dcummins06,12,7,0.0,2,0.7469,0.0,neutral,Low
517,2018-07-27 14:51:50,92d681,Darth_Agnon,3,7,0.0,0,-0.5296,0.0,positive,Low
518,2018-07-27 21:05:50,92gdbo,electricalgypsy,31,7,0.0,0,0.9659,0.0,highly_positive,High
519,2018-07-28 09:21:39,92kw77,shubz1998,9,7,0.0,2,-0.3612,0.0,neutral,High
520,2018-07-28 14:14:15,92meqk,wobel85,8,7,0.0,2,-0.5934,0.0,neutral,neutral
521,2018-07-29 20:42:43,92xv7a,SatchBoogie1,0,7,0.0,1,0.9217,0.0,neutral,Low
522,2018-07-30 04:39:04,9313rl,blaaaahhhhh,2,7,0.0,1,0.8591,0.0,neutral,Low
523,2018-07-30 09:55:31,932ria,Crypto-Rookie,9,7,2.3333333333333335,10,-0.3313,0.0,neutral,Low
524,2018-07-30 12:49:25,933s3o,Wintersoldierkb9,8,7,0.5,6,0.8638,0.0,neutral,neutral
525,2018-07-30 12:50:26,933sbn,RememberNobleGaming,6,7,0.0,0,0.027,0.0,neutral,Low
526,2018-07-30 14:15:40,934f0v,g0nzales,10,7,0.0,0,0.9366,0.0,neutral,Low
527,2018-07-30 22:40:37,938tzt,FateWrecks,1,7,0.5,6,0.0,0.0,neutral,Low
528,2018-07-31 01:28:48,93a3y9,Bill__Clinton69,2,7,0.0,3,-0.9223,0.0,neutral,Low
529,2018-07-31 10:23:39,93da4p,-PsychoDan-,2,7,1.0,4,-0.1989,0.0,neutral,Low
530,2018-07-31 16:08:14,93fsev,nickybu,2,7,0.0,1,0.6689,0.0,neutral,Low
531,2018-07-31 18:49:09,93h8iz,nogoalov11,5,7,2.0,9,0.7351,0.0,neutral,Low
532,2018-08-01 10:51:17,93nwvw,AutoModerator,74,8,0.0,8,0.9611,0.0,positive,Low
533,2018-08-01 19:10:23,93rz5k,juanbretti,16,8,2.5,7,-0.9822,0.0,neutral,Low
534,2018-08-01 21:59:13,93th2n,JacksonDeth,1,8,4.0,5,0.7096,0.0,neutral,Low
535,2018-08-02 15:45:20,940e7e,roushrsh,25,8,0.3333333333333333,4,0.0,0.0,neutral,High
536,2018-08-02 20:43:41,943237,agaskew,2,8,1.0,2,-0.9154,0.0,neutral,Low
537,2018-08-03 00:20:13,944sq5,vietzerg,6,8,0.0,1,-0.2942,0.0,neutral,Low
538,2018-08-03 01:37:19,945cke,megh500,0,8,4.0,5,0.2023,0.0,neutral,Low
539,2018-08-03 05:59:03,9472fu,Crypto-Rookie,7,8,2.3333333333333335,10,0.7212,0.0,neutral,neutral
540,2018-08-03 09:19:03,94835f,tunkor,9,8,0.42857142857142855,10,0.3612,0.0,neutral,Low
541,2018-08-03 15:20:52,94agzw,agaskew,10,8,1.0,2,0.955,0.0,neutral,High
542,2018-08-03 16:05:39,94auyi,eugenedebitcard,10,8,0.0,1,0.6829,1.0,highly_positive,Low
543,2018-08-04 02:22:42,94fowa,richhard,8,8,0.0,1,0.9225,1.0,highly_positive,Low
544,2018-08-04 13:12:34,94j0uj,jordanissport,1,8,0.75,7,0.9096,1.0,positive,Low
545,2018-08-04 15:12:05,94jt8e,kaitlyn2004,3,8,0.6666666666666666,10,0.3716,1.0,positive,Low
546,2018-08-04 17:02:25,94kmcp,Thunder_Ruler0,13,8,0.0,3,0.0974,0.0,neutral,Low
547,2018-08-05 05:04:57,94piur,fc0712,11,8,1.0,4,0.8176,0.0,positive,Low
548,2018-08-05 09:18:22,94qoa6,_TheBatzOne_,22,8,0.0,0,-0.6858,0.0,neutral,Low
549,2018-08-05 21:41:34,94vh10,MiamiVA,5,8,0.0,3,-0.6337,0.0,neutral,Low
550,2018-08-06 02:50:24,94xm75,driplikewater,28,8,0.0,0,0.8251,0.0,neutral,High
551,2018-08-06 04:37:46,94yay1,nielsfa,8,8,0.0,2,0.4342,1.0,highly_positive,Low
552,2018-08-06 13:19:30,9517v0,kaitlyn2004,9,8,0.6666666666666666,10,-0.7351,0.0,neutral,Low
553,2018-08-06 13:38:28,951cqf,hanzein,12,8,0.5,3,0.68,0.0,neutral,High
554,2018-08-06 14:34:33,951ser,GS104,0,8,2.0,2,0.837,0.0,neutral,Low
555,2018-08-06 20:57:15,9554ir,ElectricEnginnerVi,3,8,0.0,0,-0.2577,0.0,neutral,Low
556,2018-08-07 01:18:02,9576ib,Gazumbo,9,8,0.0,1,0.8913,1.0,positive,High
557,2018-08-07 01:19:28,9576w6,Ndaniel1,17,8,0.0,0,0.9667,0.0,neutral,High
558,2018-08-07 18:23:45,95e683,JacksonDeth,2,8,4.0,5,-0.3919,0.0,neutral,Low
559,2018-08-07 18:38:40,95eb16,JacksonDeth,16,8,4.0,5,-0.481,0.0,positive,High
560,2018-08-08 01:33:44,95hp84,C0iL777,4,8,0.0,0,0.7037,0.0,neutral,Low
561,2018-08-08 02:10:02,95hym9,Spacecowboycarl,15,8,0.0,1,-0.2558,0.0,neutral,Low
562,2018-08-08 02:58:02,95iat0,maskoff13,5,8,0.0,1,0.9578,0.0,neutral,Low
563,2018-08-08 07:18:01,95jval,GS104,1,8,2.0,2,0.504,0.0,neutral,Low
564,2018-08-08 22:09:23,95qlro,m4ly,1,8,3.0,4,0.9299,0.0,neutral,Low
565,2018-08-09 02:04:23,95sdge,FastSwimBoy,12,8,2.0,2,0.4871,0.0,neutral,Low
566,2018-08-09 04:38:30,95tdxp,jordanissport,7,8,0.75,7,0.6808,0.0,positive,Low
567,2018-08-09 04:55:39,95thrf,HAPPYENDING321,4,8,10.0,10,-0.1926,0.0,neutral,Low
568,2018-08-09 05:35:01,95tpuh,HAPPYENDING321,1,8,10.0,10,0.0,0.0,neutral,Low
569,2018-08-09 11:53:35,95vrkb,-PsychoDan-,15,8,1.0,4,0.9028,0.0,highly_positive,High
570,2018-08-09 13:04:25,95w93q,Neudious,0,8,0.0,0,-0.8967,0.0,neutral,Low
571,2018-08-09 19:18:15,95zhy4,juanbretti,3,8,2.5,7,0.0,0.0,neutral,Low
572,2018-08-09 19:58:31,95zuyn,HAPPYENDING321,0,8,10.0,10,0.0,0.0,neutral,Low
573,2018-08-10 13:23:05,966vy6,m4ly,6,8,3.0,4,0.4871,0.0,neutral,Low
574,2018-08-10 14:17:11,967az4,blueberrysnackmix,3,8,0.0,1,-0.673,1.0,positive,Low
575,2018-08-10 18:04:32,969b1c,xcamden,4,8,1.0,1,-0.358,0.0,neutral,Low
576,2018-08-10 21:06:01,96aurm,NiroXu,10,8,0.5,3,-0.5514,0.0,positive,Low
577,2018-08-10 22:06:44,96bc0a,FastSwimBoy,5,8,2.0,2,-0.3448,0.0,neutral,Low
578,2018-08-10 22:35:38,96bka1,hanzein,1,8,0.5,3,-0.3527,1.0,positive,Low
579,2018-08-11 11:22:21,96fv3e,georgeViberGroup,3,8,5.0,5,0.9642,0.0,neutral,Low
580,2018-08-11 12:53:28,96gc5j,mrislam_,4,8,1.0,4,0.5646,2.0,highly_positive,Low
581,2018-08-11 13:35:32,96gl63,Gamester997,2,8,0.3333333333333333,4,0.887,0.0,neutral,Low
582,2018-08-11 17:16:08,96i5yg,whatasock,1,8,0.0,1,-0.3551,0.0,positive,Low
583,2018-08-11 21:25:16,96k0as,2000gatekeeper,3,8,1.0,2,0.4039,0.0,neutral,Low
584,2018-08-12 07:35:17,96nlrl,ArgonOriginal,9,8,0.0,0,-0.1476,1.0,positive,High
585,2018-08-12 09:37:41,96o3jd,GS104,12,8,2.0,2,0.9928,1.0,neutral,Low
586,2018-08-12 18:14:53,96r1qc,jordanissport,5,8,0.75,7,0.7953,0.0,neutral,Low
587,2018-08-12 19:27:28,96rlpx,HyperConvergedCloud,3,8,0.0,0,0.7216,2.0,highly_positive,Low
588,2018-08-12 21:42:29,96smmj,megh500,6,8,4.0,5,-0.6124,0.0,neutral,Low
589,2018-08-12 23:10:01,96t93d,NiroXu,17,8,0.5,3,0.7848,1.0,positive,Low
590,2018-08-13 02:14:58,96uhwp,dskjdsvhljdsf2,9,8,0.0,0,0.3182,0.0,neutral,Low
591,2018-08-13 04:16:17,96va6m,Crypto-Rookie,3,8,2.3333333333333335,10,0.6486,0.0,positive,Low
592,2018-08-13 05:36:42,96vqqj,hmmmmm92,3,8,0.0,1,0.9049,0.0,neutral,Low
593,2018-08-13 10:52:07,96xb8y,drk__ane,0,8,0.0,0,-0.296,0.0,neutral,Low
594,2018-08-13 11:30:18,96xj1j,lucellent,9,8,2.0,6,-0.6471,0.0,neutral,Low
595,2018-08-13 14:03:01,96yjr8,moliverac8,13,8,0.0,1,0.0772,0.0,highly_positive,Low
596,2018-08-13 20:16:50,971r8g,farmtechy,3,8,1.0,4,-0.6124,0.0,neutral,Low
597,2018-08-13 21:02:54,9725gt,MallowOni,0,8,0.0,1,0.296,0.0,neutral,Low
598,2018-08-14 06:15:13,975z8r,AirRights11,13,8,0.0,1,-0.9538,0.0,positive,Low
599,2018-08-14 12:54:08,9783gg,HCharlesB,6,8,0.5,3,0.9744,0.0,neutral,Low
600,2018-08-14 13:49:42,978ife,Crypto-Rookie,8,8,2.3333333333333335,10,0.7476,0.0,neutral,Low
601,2018-08-14 16:33:39,979v4w,farmtechy,19,8,1.0,4,0.3612,0.0,neutral,Low
602,2018-08-14 19:52:56,97bkdj,theogmrme01,0,8,0.0,0,0.329,0.0,neutral,Low
603,2018-08-14 21:23:42,97cc1g,Dami97411,6,8,2.0,2,0.6486,0.0,neutral,Low
604,2018-08-14 22:10:00,97cpgz,lombrozo,3,8,0.0,0,0.168,0.0,neutral,Low
605,2018-08-14 23:15:57,97d7il,-PsychoDan-,15,8,1.0,4,-0.705,0.0,neutral,Low
606,2018-08-15 01:09:42,97e1h5,richhard,5,8,0.0,1,0.8564,0.0,neutral,Low
607,2018-08-15 02:25:18,97eky2,iBuildMechaGame,14,8,0.0,0,0.0,0.0,neutral,High
608,2018-08-15 03:43:58,97f3tm,farmtechy,2,8,1.0,4,-0.431,0.0,neutral,Low
609,2018-08-15 04:56:06,97fjta,zoniix,9,8,0.0,0,-0.5481,1.0,positive,Low
610,2018-08-15 08:20:05,97gkgb,Altrozero,4,8,0.0,0,0.7741,0.0,neutral,Low
611,2018-08-15 10:10:21,97h2ax,yboosted,2,8,0.0,1,0.5848,0.0,neutral,Low
612,2018-08-15 17:05:23,97k180,georgeViberGroup,3,8,5.0,5,0.0,0.0,neutral,Low
613,2018-08-16 01:16:37,97nxtc,Deft-Trafalgar,5,8,1.0,1,0.627,1.0,positive,Low
614,2018-08-16 15:47:35,97tfap,FastSwimBoy,6,8,2.0,2,0.0,0.0,neutral,Low
615,2018-08-16 17:04:44,97u3gx,georgeViberGroup,2,8,5.0,5,0.6908,0.0,neutral,Low
616,2018-08-16 19:55:13,97vl2h,potterandy96,3,8,0.0,1,-0.9252,1.0,highly_positive,Low
617,2018-08-16 21:22:24,97wb8m,dryanmusic,13,8,0.0,2,0.2159,0.0,neutral,Low
618,2018-08-16 22:14:49,97wq55,HAPPYENDING321,7,8,10.0,10,0.6523,0.0,neutral,Low
619,2018-08-18 02:56:24,988gu7,xcamden,2,8,1.0,1,0.4329,0.0,neutral,Low
620,2018-08-18 04:00:16,988uza,nogoalov11,37,8,2.0,9,0.9557,1.0,positive,High
621,2018-08-18 06:47:34,989riy,HAPPYENDING321,3,8,10.0,10,-0.8677,0.0,neutral,Low
622,2018-08-18 20:25:31,98enxx,nogoalov11,3,8,2.0,9,0.6369,0.0,neutral,neutral
623,2018-08-18 21:08:44,98eyz1,HAPPYENDING321,12,8,10.0,10,-0.4782,0.0,neutral,neutral
624,2018-08-18 23:32:02,98fxq0,kaitlyn2004,35,8,0.6666666666666666,10,-0.7547,0.0,neutral,neutral
625,2018-08-19 01:24:31,98gnj4,EragusTrenzalore,4,8,1.1666666666666667,13,0.6486,0.0,neutral,Low
626,2018-08-19 13:16:03,98k5rt,Deft-Trafalgar,7,8,1.0,1,0.8398,0.0,neutral,Low
627,2018-08-19 21:57:30,98nyu4,_Snoow,6,8,0.0,1,-0.6944,0.0,neutral,Low
628,2018-08-19 23:32:05,98onfb,Arenevian,7,8,0.0,0,0.9467,1.0,positive,neutral
629,2018-08-20 13:41:21,98to27,mrislam_,11,8,1.0,4,0.3818,1.0,positive,Low
630,2018-08-20 15:24:00,98uiyu,sieffy,18,8,0.0,2,-0.6249,1.0,positive,Low
631,2018-08-20 15:35:38,98umn8,megh500,7,8,4.0,5,0.3561,0.0,neutral,neutral
632,2018-08-20 21:24:16,98xmkl,2000gatekeeper,4,8,1.0,2,0.782,0.0,neutral,Low
633,2018-08-21 00:48:25,98ysl1,Funtizer,12,8,0.0,0,0.6124,0.0,highly_positive,neutral
634,2018-08-21 15:45:34,99497p,Thunder_Ruler0,21,8,0.0,3,0.8936,0.0,neutral,High
635,2018-08-21 19:07:57,9960nm,ImpossibleGuardian,13,8,1.0,2,-0.6616,0.0,neutral,Low
636,2018-08-22 05:04:12,99aiym,HAPPYENDING321,11,8,10.0,10,-0.4215,0.0,neutral,Low
637,2018-08-22 13:12:09,99d7sa,georgeViberGroup,5,8,5.0,5,0.6448,0.0,neutral,Low
638,2018-08-22 16:35:52,99ev0b,gnwjd12,4,8,1.75,11,0.1531,0.0,neutral,Low
639,2018-08-23 04:56:10,99khtb,jordanissport,3,8,0.75,7,-0.6486,0.0,highly_positive,neutral
640,2018-08-23 06:56:09,99l58l,bionicdna,6,8,0.0,0,-0.4188,0.0,positive,neutral
641,2018-08-23 10:08:08,99m43c,FadeOfWolf,18,8,1.0,2,0.8156,0.0,neutral,Low
642,2018-08-23 12:49:09,99n3fm,Dami97411,0,8,2.0,2,-0.4019,0.0,neutral,neutral
643,2018-08-23 12:54:22,99n4o5,georgeViberGroup,7,8,5.0,5,-0.5664,0.0,neutral,Low
644,2018-08-23 15:44:27,99oh9h,GabrielMisfire,8,8,0.0,1,0.7934,0.0,positive,Low
645,2018-08-23 17:40:12,99ph9q,kaitlyn2004,0,8,0.6666666666666666,10,-0.9144,0.0,neutral,Low
646,2018-08-24 05:11:56,99uohu,coochchilli,9,8,0.0,0,0.9233,1.0,positive,Low
647,2018-08-24 15:37:38,99yfyj,Pyro_V,19,8,0.0,1,0.6561,0.0,neutral,Low
648,2018-08-24 17:14:42,99z9zs,georgeViberGroup,11,8,5.0,5,0.0,1.0,positive,Low
649,2018-08-24 21:27:25,9a1d7n,B4K5c7N,4,8,0.6666666666666666,5,0.3818,0.0,neutral,Low
650,2018-08-25 03:48:05,9a3yn5,Bill__Clinton69,1,8,0.0,3,0.0,0.0,neutral,Low
651,2018-08-25 16:54:00,9a87vk,lorienjohnson,15,8,0.0,0,0.296,0.0,positive,Low
652,2018-08-25 21:38:21,9aadut,megh500,10,8,4.0,5,0.4019,0.0,neutral,Low
653,2018-08-25 22:57:59,9aaycl,Emailkook,2,8,0.0,0,-0.741,0.0,neutral,Low
654,2018-08-25 23:03:36,9aazrr,ShadowNinja002,16,8,0.0,0,-0.1027,0.0,neutral,Low
655,2018-08-25 23:55:09,9abc1y,HAPPYENDING321,0,8,10.0,10,-0.5719,0.0,neutral,Low
656,2018-08-26 06:31:35,9adn94,JacksonDeth,7,8,4.0,5,0.4019,0.0,neutral,Low
657,2018-08-26 08:01:14,9ae0xj,rokshox,2,8,0.0,0,-0.34,0.0,neutral,neutral
658,2018-08-26 08:31:09,9ae5ae,Zoomichi,9,8,0.3333333333333333,4,-0.8314,0.0,neutral,Low
659,2018-08-26 08:54:42,9ae8kg,eintown,5,8,1.0,2,0.5267,0.0,neutral,Low
660,2018-08-26 17:29:42,9aha4e,Dami97411,8,8,2.0,2,-0.5229,1.0,positive,Low
661,2018-08-26 20:44:46,9aiu46,jmeush,12,8,1.0,2,0.9895,0.0,neutral,Low
662,2018-08-27 03:04:50,9ali0y,richiehustle,0,8,0.0,0,0.8689,0.0,neutral,Low
663,2018-08-27 05:10:28,9am8yy,fc0712,6,8,1.0,4,0.2144,0.0,neutral,Low
664,2018-08-27 05:22:48,9ambdy,jordanpui,7,8,0.0,0,-0.296,0.0,neutral,Low
665,2018-08-27 18:04:16,9ar9pm,two-headed-boy,11,8,0.0,0,0.8253,0.0,neutral,Low
666,2018-08-27 20:35:12,9asjjo,mirrorgiraffe,8,8,0.0,2,0.0258,0.0,neutral,Low
667,2018-08-28 00:50:36,9aughl,MaStA819,0,8,1.0,2,0.0,0.0,neutral,Low
668,2018-08-28 09:18:07,9axe06,understandthings100,9,8,0.0,0,0.8885,0.0,neutral,neutral
669,2018-08-28 12:36:43,9ayjbz,nickybu,1,8,0.0,1,0.6115,0.0,neutral,Low
670,2018-08-28 13:05:19,9ayqme,blaaaahhhhh,0,8,0.0,1,0.942,0.0,neutral,Low
671,2018-08-28 14:29:09,9azdxp,nielsfa,8,8,0.0,2,0.9673,0.0,neutral,High
672,2018-08-28 14:29:44,9aze3n,0bryn,11,8,0.0,0,0.8906,1.0,positive,Low
673,2018-08-28 22:16:42,9b3e8w,DiogoAlmeida97,5,8,1.0,2,0.899,0.0,neutral,Low
674,2018-08-29 05:53:55,9b6m1a,Melonus,12,8,0.0,1,0.6956,1.0,positive,Low
675,2018-08-29 12:03:38,9b8o0c,laptop22,11,8,1.0,1,0.8466,1.0,positive,Low
676,2018-08-29 15:34:14,9babrr,arjitc,6,8,0.0,0,0.0,1.0,positive,Low
677,2018-08-29 16:21:00,9baqpx,szymonm2,0,8,0.0,1,-0.3527,0.0,neutral,Low
678,2018-08-29 20:17:48,9bcud6,blueberrysnackmix,5,8,0.0,1,-0.323,2.0,highly_positive,Low
679,2018-08-30 11:32:43,9bitfu,DiogoAlmeida97,8,8,1.0,2,0.3818,0.0,neutral,Low
680,2018-08-30 12:14:01,9bj36t,gnwjd12,1,8,1.75,11,0.0,0.0,neutral,Low
681,2018-08-31 01:45:58,9bpiav,HAPPYENDING321,23,8,10.0,10,0.0,0.0,neutral,Low
682,2018-08-31 05:33:22,9bqy8w,gnwjd12,6,8,1.75,11,0.3296,0.0,neutral,High
683,2018-08-31 05:43:36,9br0eg,Ns2-,5,8,0.0,0,0.9294,0.0,neutral,Low
684,2018-08-31 10:57:41,9bsm3t,lazybender,3,8,1.0,2,0.0,0.0,neutral,Low
685,2018-08-31 19:55:33,9bwuln,JacksonDeth,4,8,4.0,5,0.4019,1.0,positive,Low
686,2018-08-31 21:41:52,9bxpbx,rocketpoweredpower,9,8,0.0,0,0.4404,0.0,neutral,Low
687,2018-09-01 04:12:18,9c09hm,laptop22,4,9,1.0,1,-0.3855,0.0,neutral,Low
688,2018-09-01 10:51:26,9c2799,AutoModerator,84,9,0.0,8,0.9611,1.0,positive,Low
689,2018-09-01 12:51:38,9c2t9j,FineError,11,9,0.0,1,-0.128,0.0,neutral,Low
690,2018-09-01 21:13:16,9c6mm7,HAPPYENDING321,8,9,10.0,10,-0.8704,0.0,neutral,Low
691,2018-09-01 21:52:06,9c6xf6,jordanissport,0,9,0.75,7,0.0,0.0,neutral,neutral
692,2018-09-02 09:31:47,9cawqk,silentpun,7,9,0.0,0,0.0,1.0,highly_positive,High
693,2018-09-02 12:30:57,9cbpgh,HAPPYENDING321,0,9,10.0,10,-0.0129,0.0,neutral,Low
694,2018-09-02 17:24:21,9cdspc,fc0712,4,9,1.0,4,0.0,0.0,neutral,High
695,2018-09-02 19:15:56,9ceorx,Latiken,13,9,3.0,3,0.9578,0.0,neutral,Low
696,2018-09-03 09:25:41,9ck26n,vinhtq115,0,9,0.5,3,0.7543,0.0,neutral,neutral
697,2018-09-03 14:41:00,9clzpr,hungcarl,9,9,0.5,3,0.6966,1.0,positive,Low
698,2018-09-04 05:13:42,9cso2z,Latiken,4,9,3.0,3,0.1901,1.0,positive,Low
699,2018-09-04 08:14:18,9cto5q,Pyro_V,11,9,0.0,1,0.902,1.0,positive,Low
700,2018-09-04 17:40:05,9cxx1c,roushrsh,15,9,0.3333333333333333,4,0.8076,0.0,neutral,Low
701,2018-09-04 20:04:11,9cz6u1,ImpossibleGuardian,10,9,1.0,2,0.0,1.0,positive,Low
702,2018-09-05 03:27:50,9d2mkm,nogoalov11,2,9,2.0,9,0.7823,0.0,neutral,Low
703,2018-09-05 03:38:59,9d2ph8,gnwjd12,10,9,1.75,11,0.3421,0.0,positive,neutral
704,2018-09-05 15:19:58,9d7iz7,RN_Mindbender,6,9,0.0,0,-0.6339,2.0,positive,Low
705,2018-09-05 16:20:50,9d84q7,eintown,2,9,1.0,2,0.8126,0.0,neutral,Low
706,2018-09-05 18:26:39,9d9dzg,GabrielMisfire,14,9,0.0,1,0.9693,1.0,positive,Low
707,2018-09-05 19:04:55,9d9rm5,VorpalTruth,11,9,0.0,1,-0.8047,0.0,neutral,Low
708,2018-09-05 22:16:35,9dbnfp,HCharlesB,3,9,0.5,3,0.7927,0.0,neutral,Low
709,2018-09-06 01:24:48,9ddar5,mark_423,1,9,0.0,0,0.9657,0.0,neutral,Low
710,2018-09-06 09:12:14,9dgn95,Crypto-Rookie,5,9,2.3333333333333335,10,0.8577,0.0,highly_positive,Low
711,2018-09-06 10:34:26,9dh6kq,Andrianarinivo,0,9,0.0,0,-0.99,0.0,neutral,Low
712,2018-09-06 11:55:42,9dhrid,hanzein,2,9,0.5,3,-0.168,0.0,neutral,neutral
713,2018-09-06 13:46:32,9diqe6,nogoalov11,14,9,2.0,9,0.2244,0.0,neutral,Low
714,2018-09-07 00:40:01,9dp0pc,ImpossibleGuardian,7,9,1.0,2,0.8844,1.0,highly_positive,High
715,2018-09-08 02:59:11,9e116l,vietzerg,2,9,0.0,1,-0.4199,0.0,neutral,Low
716,2018-09-08 22:07:38,9e7zab,shmimel,5,9,0.0,0,-0.577,1.0,positive,Low
717,2018-09-09 12:35:41,9ecnce,juanbretti,18,9,2.5,7,0.4122,0.0,neutral,neutral
718,2018-09-09 15:01:33,9edkn2,FadeOfWolf,10,9,1.0,2,0.0,0.0,neutral,Low
719,2018-09-09 20:59:10,9egg2s,FadeOfWolf,2,9,1.0,2,0.8632,0.0,neutral,Low
720,2018-09-09 21:09:04,9egj0u,RandyK_SS,12,9,0.0,0,0.6635,0.0,neutral,Low
721,2018-09-10 00:55:54,9ei6uf,FateWrecks,6,9,0.5,6,0.8074,0.0,neutral,Low
722,2018-09-10 11:53:30,9emege,mrislam_,10,9,1.0,4,-0.2406,1.0,positive,Low
723,2018-09-11 09:36:26,9ew1l1,hyperdx,2,9,0.0,0,0.3744,0.0,neutral,Low
724,2018-09-11 13:00:42,9exc12,hmmmmm92,9,9,0.0,1,0.684,0.0,positive,Low
725,2018-09-11 15:26:44,9eyj12,szymko1995,2,9,0.0,0,0.8835,0.0,positive,Low
726,2018-09-11 17:32:02,9ezm3g,HappyBluue,2,9,0.0,0,0.411,0.0,neutral,neutral
727,2018-09-12 04:21:16,9f4l80,lamoondb,8,9,1.0,1,0.1007,0.0,neutral,neutral
728,2018-09-12 08:24:58,9f5w6z,BnL_Nexus,0,9,0.0,0,0.4528,0.0,neutral,Low
729,2018-09-12 10:21:36,9f6hbb,lamoondb,6,9,1.0,1,0.7667,1.0,positive,Low
730,2018-09-12 16:44:52,9f9f8r,unitedfuck,5,9,0.0,0,-0.25,1.0,positive,Low
731,2018-09-13 01:56:23,9fdx6w,JawnSnuuu,3,9,0.0,1,0.3612,0.0,neutral,Low
732,2018-09-13 05:15:33,9ff8oc,Latiken,8,9,3.0,3,0.2516,0.0,highly_positive,Low
733,2018-09-13 08:15:04,9fg5vo,Wintersoldierkb9,5,9,0.5,6,0.4497,0.0,positive,Low
734,2018-09-13 18:17:13,9fkfhx,jmeush,12,9,1.0,2,0.8047,1.0,positive,Low
735,2018-09-13 20:50:03,9flq9y,blurred_batting,3,9,0.0,0,-0.2765,1.0,positive,Low
736,2018-09-14 16:33:59,9ftiu1,acathargo,1,9,0.0,0,-0.5006,0.0,positive,Low
737,2018-09-14 17:42:45,9fu3qn,junglemafia123,34,9,1.0,1,-0.6124,0.0,neutral,High
738,2018-09-14 19:58:08,9fv9n4,jmeush,5,9,1.0,2,0.2144,1.0,positive,Low
739,2018-09-15 00:39:18,9fxcvp,Thunder_Ruler0,10,9,0.0,3,-0.1901,0.0,neutral,Low
740,2018-09-15 04:11:39,9fyora,lbaile200,2,9,0.0,1,0.4385,0.0,neutral,Low
741,2018-09-15 08:25:54,9fzy40,juanbretti,7,9,2.5,7,0.1906,0.0,neutral,Low
742,2018-09-15 15:58:11,9g2j5i,hatefulb0y,5,9,1.0,1,0.6497,0.0,neutral,Low
743,2018-09-15 18:06:49,9g3ktu,b0xel,9,9,0.0,0,0.1643,0.0,highly_positive,Low
744,2018-09-16 09:23:32,9g9brr,DiogoAlmeida97,23,9,1.0,2,0.4432,1.0,positive,Low
745,2018-09-16 21:10:32,9ge7pq,babyunvamp,1,9,0.0,0,0.3724,0.0,neutral,Low
746,2018-09-17 02:50:34,9ggntn,hatefulb0y,8,9,1.0,1,-0.4682,1.0,positive,Low
747,2018-09-17 02:57:06,9ggpcp,dcummins06,13,9,0.0,2,-0.1027,0.0,neutral,Low
748,2018-09-17 04:55:32,9ghgbe,gnwjd12,6,9,1.75,11,0.8299,1.0,highly_positive,Low
749,2018-09-17 11:45:02,9gjl3l,yzkyzyyy,1,9,0.0,0,0.7964,0.0,neutral,Low
750,2018-09-17 14:08:48,9gkma2,StevieG63,13,9,0.0,0,-0.8127,1.0,positive,High
751,2018-09-17 15:19:50,9gl7ki,nielsfa,4,9,0.0,2,0.3182,0.0,neutral,Low
752,2018-09-17 15:27:23,9gl9tb,hashish16,1,9,0.0,0,0.4497,0.0,neutral,Low
753,2018-09-17 22:13:11,9gov99,younsomoom,1,9,1.375,19,-0.8205,1.0,positive,neutral
754,2018-09-18 07:20:20,9gsnn5,lazybender,9,9,1.0,2,-0.6369,1.0,positive,Low
755,2018-09-18 10:18:43,9gtkf4,junglemafia123,13,9,1.0,1,0.7717,2.0,highly_positive,Low
756,2018-09-18 12:26:32,9gucza,SmoothRunnings,0,9,1.0,4,0.0,0.0,neutral,Low
757,2018-09-18 14:23:19,9gv9pl,reptileexperts,13,9,0.0,0,0.9837,1.0,positive,High
758,2018-09-19 00:54:35,9h0lai,divadliu,2,9,0.0,0,0.5392,1.0,positive,Low
