,created_utc,id,author,num_comments,month,Ratio_Of_Gaps,Number_of_Gaps,Sentiment_Of_Post,Sentiment_Of_Comments,Score_Of_Comments,Score
249,2018-05-20 09:57:32,8krpzf,pokexpert30,5,5,18.0,19,-0.1027,1.0,positive,Low
250,2018-05-20 13:11:58,8ksin1,kaitlyn2004,12,5,0.6666666666666666,10,0.1934,1.0,positive,High
251,2018-05-20 17:12:06,8ktyh4,jordanissport,1,5,0.75,7,0.8402,0.0,positive,neutral
252,2018-05-20 20:36:10,8kvcmv,s_wyss,32,5,0.0,0,0.4404,0.0,neutral,Low
253,2018-05-21 06:48:45,8kyv8q,goodluckfl,4,5,0.0,1,-0.4043,0.0,neutral,Low
254,2018-05-21 18:56:06,8l3aqx,mirrorgiraffe,8,5,0.0,2,0.5994,0.0,neutral,Low
255,2018-05-21 20:17:07,8l3x3v,Equilibris,7,5,0.0,0,0.4991,0.0,neutral,Low
256,2018-05-21 23:05:49,8l54r3,Wintersoldierkb9,4,5,0.5,6,0.3919,0.0,neutral,Low
257,2018-05-22 07:54:05,8l8ank,BandeFromMars,6,5,0.0,0,-0.64,0.0,neutral,Low
258,2018-05-22 11:50:51,8l9djj,mudkipfreak,1,5,1.0,1,-0.6361,0.0,neutral,Low
259,2018-05-22 12:37:04,8l9ne1,xeneral,0,5,2.0,3,0.7351,0.0,neutral,Low
260,2018-05-22 14:55:45,8laleq,justavault,128,5,0.0,3,0.9828,1.0,highly_positive,High
261,2018-05-23 04:28:37,8lgl4f,fretit,2,5,0.6666666666666666,5,-0.5563,0.0,highly_positive,Low
262,2018-05-23 08:47:02,8lhtpk,pokexpert30,61,5,18.0,19,0.7447,1.0,highly_positive,High
263,2018-05-23 15:49:46,8lkf67,improwise,33,5,0.0,0,-0.3616,0.0,positive,High
264,2018-05-24 00:27:37,8lod5o,rjivani,22,5,0.0,2,0.4767,1.0,highly_positive,High
265,2018-05-24 23:22:33,8lx5r6,djjuice,4,5,1.5,5,0.4886,0.0,neutral,Low
266,2018-05-25 03:01:55,8lyj19,afellowinternetuser,6,5,1.0,1,0.9711,0.0,neutral,Low
267,2018-05-25 19:21:09,8m4e4i,egasseMneddiH,6,5,1.0,2,-0.136,0.0,neutral,Low
268,2018-05-25 19:33:14,8m4h75,KeyWalnut,2,5,8.0,9,0.7096,0.0,positive,Low
269,2018-05-25 21:51:57,8m5g2h,somerider159,1,5,0.3333333333333333,4,0.6118,0.0,neutral,Low
270,2018-05-26 02:32:46,8m75l1,FateWrecks,0,5,0.5,6,-0.3869,0.0,neutral,Low
271,2018-05-26 05:42:47,8m843v,joeker9787,7,5,0.5,3,0.9066,1.0,highly_positive,Low
272,2018-05-26 16:38:45,8mbbec,jdrodrig,8,5,1.0,8,-0.8765,0.0,neutral,High
273,2018-05-26 17:18:16,8mbkrf,CallmeRoostercogburn,8,5,1.5,5,0.7965,0.0,neutral,Low
274,2018-05-26 22:45:44,8mdpxl,afellowinternetuser,1,5,1.0,1,0.948,0.0,neutral,Low
275,2018-05-27 07:57:59,8mgffw,KeyWalnut,4,5,8.0,9,0.8677,0.0,neutral,Low
276,2018-05-27 08:11:48,8mgh89,mrislam_,5,5,1.0,4,0.9418,0.0,neutral,Low
277,2018-05-27 18:23:23,8mjn94,djjuice,23,5,1.5,5,0.4019,1.0,positive,Low
278,2018-05-27 19:56:13,8mk9wg,Lakerfanalways,4,5,0.0,0,-0.7605,0.0,neutral,Low
279,2018-05-27 21:00:01,8mkpiy,tambua,0,5,0.0,0,0.0,0.0,neutral,Low
280,2018-05-28 02:27:54,8mmqty,dbwalkerr,21,5,5.0,6,0.2263,0.0,neutral,High
281,2018-05-28 15:19:45,8mqtda,wobel85,7,5,0.0,2,0.9034,0.0,positive,Low
282,2018-05-28 18:01:28,8ms11z,garpunkal,2,5,0.3333333333333333,4,0.594,1.0,positive,Low
283,2018-05-28 21:04:07,8mtdbx,Mhmm0,0,5,2.0,2,0.6515,0.0,neutral,Low
284,2018-05-28 22:13:41,8mtv51,fretit,5,5,0.6666666666666666,5,0.0,1.0,positive,Low
285,2018-05-29 01:10:00,8mv0th,jdrodrig,3,5,1.0,8,-0.667,0.0,neutral,Low
286,2018-05-29 17:05:33,8n0r0u,thegremlin599,3,5,1.0,6,0.0,0.0,positive,Low
287,2018-05-29 19:27:14,8n1w76,Mhmm0,1,5,2.0,2,-0.1747,1.0,positive,Low
288,2018-05-29 19:43:18,8n20zj,dbwalkerr,12,5,5.0,6,0.5514,0.0,neutral,Low
289,2018-05-30 09:21:37,8n75vk,pokexpert30,36,5,18.0,19,-0.4748,0.0,neutral,High
290,2018-05-30 09:34:12,8n77zk,IntnlManOfCode,3,5,0.0,1,-0.34,0.0,neutral,Low
291,2018-05-30 15:17:19,8n9e5z,mrislam_,2,5,1.0,4,0.9387,0.0,neutral,Low
292,2018-05-30 17:40:16,8nak96,B4K5c7N,0,5,0.6666666666666666,5,-0.9005,0.0,neutral,Low
293,2018-05-30 19:18:42,8nbdg6,MooingBee,2,5,0.0,0,-0.9052,0.0,neutral,neutral
294,2018-05-30 21:43:28,8ncji2,Mhmm0,2,5,2.0,2,0.0,0.0,highly_positive,Low
295,2018-05-30 22:02:31,8ncoot,dbwalkerr,8,5,5.0,6,-0.5803,0.0,neutral,Low
296,2018-05-31 04:45:02,8nfgm9,shubz1998,13,5,0.0,2,-0.3736,1.0,positive,Low
297,2018-05-31 09:05:20,8ngx8z,pokexpert30,24,5,18.0,19,0.7904,0.0,highly_positive,High
298,2018-05-31 15:55:53,8njjeh,rstrube,5,5,4.0,4,0.8654,0.0,neutral,Low
299,2018-05-31 17:29:14,8nkb78,xeneral,9,5,2.0,3,-0.481,0.0,neutral,Low
300,2018-05-31 23:29:50,8nn53p,frostyofthenorth,3,5,0.0,0,-0.5558,0.0,neutral,neutral
301,2018-06-01 04:34:54,8np4oj,Champizard,4,6,2.0,3,0.6486,0.0,neutral,Low
302,2018-06-01 10:51:14,8nqy9c,AutoModerator,65,6,0.0,8,0.9611,1.0,positive,High
303,2018-06-01 20:34:24,8nv8dh,xeneral,0,6,2.0,3,0.0772,0.0,neutral,Low
304,2018-06-01 21:15:50,8nvjn3,CallmeRoostercogburn,2,6,1.5,5,-0.3296,0.0,neutral,Low
305,2018-06-01 22:04:17,8nvw9m,jdrch,4,6,0.25,5,0.9349,0.0,neutral,Low
306,2018-06-02 00:43:04,8nwy1g,Champizard,20,6,2.0,3,-0.2593,0.0,neutral,Low
307,2018-06-02 14:21:06,8o0u0z,Champizard,1,6,2.0,3,0.6966,0.0,neutral,Low
308,2018-06-03 00:37:14,8o4xk0,absp2006,1,6,0.0,0,0.4215,0.0,neutral,Low
309,2018-06-03 15:37:32,8o9a9a,dbwalkerr,29,6,5.0,6,0.3802,0.0,positive,High
310,2018-06-03 20:06:01,8ob9ce,jordanissport,1,6,0.75,7,-0.886,0.0,neutral,Low
311,2018-06-03 22:30:23,8oca1v,pseudoMusonius,8,6,0.0,0,0.8152,1.0,highly_positive,Low
312,2018-06-04 02:25:47,8odte1,fretit,3,6,0.6666666666666666,5,0.9638,0.0,neutral,Low
313,2018-06-04 07:06:13,8ofc81,garpunkal,10,6,0.3333333333333333,4,-0.3789,1.0,positive,Low
314,2018-06-04 20:58:08,8okvhe,slackbuster5,2,6,0.0,0,0.8701,0.0,neutral,Low
315,2018-06-05 04:37:36,8oo0ii,rstrube,13,6,4.0,4,0.9557,0.0,positive,High
316,2018-06-05 07:09:07,8oot3h,SilverIdaten,3,6,1.0,1,-0.7821,1.0,positive,Low
317,2018-06-05 13:38:56,8oqv7r,djjuice,26,6,1.5,5,0.7184,1.0,positive,High
318,2018-06-06 13:43:34,8p0pnu,adunatioastralis,0,6,0.0,0,-0.8177,0.0,neutral,Low
319,2018-06-06 14:03:59,8p0uy8,egasseMneddiH,15,6,1.0,2,0.4234,0.0,neutral,High
320,2018-06-06 14:11:32,8p0x17,yaoigay,2,6,0.75,7,-0.855,0.0,neutral,Low
321,2018-06-07 01:32:36,8p6ahz,rstrube,6,6,4.0,4,0.9242,0.0,neutral,Low
322,2018-06-07 07:08:32,8p8944,thinksinc,22,6,0.0,2,0.8859,0.0,neutral,High
323,2018-06-07 11:25:02,8p9ihp,MattSzaszko,4,6,1.0,2,-0.4871,0.0,neutral,Low
324,2018-06-07 12:33:18,8p9x8n,MiamiVA,5,6,0.0,3,-0.5007,0.0,neutral,Low
325,2018-06-07 14:47:36,8pavux,jordakoes,12,6,0.0,2,-0.1682,0.0,neutral,Low
326,2018-06-07 15:17:04,8pb4cu,pokexpert30,19,6,18.0,19,0.9988,0.0,neutral,High
327,2018-06-08 01:19:26,8pfstk,egasseMneddiH,7,6,1.0,2,0.5007,0.0,neutral,Low
328,2018-06-08 02:54:45,8pgffb,dbwalkerr,4,6,5.0,6,-0.3939,0.0,neutral,Low
329,2018-06-08 08:10:55,8pi698,pokexpert30,1,6,18.0,19,0.0,0.0,neutral,Low
330,2018-06-09 03:39:32,8pq5ay,_Snoow,0,6,0.0,1,0.391,0.0,neutral,Low
331,2018-06-09 07:17:39,8pr6c2,ecky--ptang-zooboing,7,6,0.0,0,-0.1027,0.0,positive,Low
332,2018-06-09 15:15:54,8ptfu8,diego-d,27,6,1.0,2,-0.9179,0.0,neutral,High
333,2018-06-10 08:01:41,8pzfs8,gdkod,6,6,0.0,2,0.9294,0.0,neutral,Low
334,2018-06-10 18:05:14,8q2lde,Crypto-Rookie,0,6,2.3333333333333335,10,0.0,0.0,neutral,Low
335,2018-06-11 06:40:26,8q7esd,EragusTrenzalore,10,6,1.1666666666666667,13,-0.659,0.0,positive,Low
336,2018-06-11 17:35:20,8qbasy,rstrube,13,6,4.0,4,0.4501,0.0,neutral,Low
337,2018-06-11 22:01:23,8qdhkw,MallowOni,4,6,0.0,1,0.2406,2.0,positive,Low
338,2018-06-12 14:03:17,8qj6bt,vinhtq115,2,6,0.5,3,0.0,0.0,neutral,Low
339,2018-06-12 18:50:50,8qlj3d,MattSzaszko,23,6,1.0,2,-0.4582,0.0,positive,Low
340,2018-06-12 20:13:02,8qm7rn,technocrat_13,5,6,0.0,1,-0.6072,1.0,positive,Low
341,2018-06-13 01:52:39,8qonhe,ppaco1,12,6,6.0,7,0.9273,0.0,neutral,Low
342,2018-06-13 03:39:14,8qpbm4,rpersimmon,13,6,0.0,1,-0.6586,0.0,neutral,Low
343,2018-06-13 14:46:41,8qszbe,jdrch,9,6,0.25,5,-0.25,0.0,neutral,Low
344,2018-06-13 15:54:50,8qtisk,vsn611,2,6,0.0,2,0.0,0.0,neutral,Low
345,2018-06-13 18:11:42,8qumwv,kb389,0,6,5.0,6,0.7611,0.0,neutral,Low
346,2018-06-14 15:20:25,8r2ogu,pokexpert30,0,6,18.0,19,0.7506,0.0,neutral,neutral
347,2018-06-14 15:58:41,8r2z6g,maskoff13,6,6,0.0,1,0.6147,0.0,neutral,Low
348,2018-06-14 16:07:02,8r31mq,SilverIdaten,2,6,1.0,1,-0.5024,0.0,neutral,Low
349,2018-06-14 18:54:46,8r4chn,KeyWalnut,4,6,8.0,9,0.7059,0.0,neutral,Low
350,2018-06-14 20:14:17,8r4zux,russianvodkaivan,11,6,0.0,0,0.4588,0.0,neutral,Low
351,2018-06-14 22:04:10,8r5u60,diego-d,9,6,1.0,2,-0.9943,0.0,neutral,Low
352,2018-06-15 01:24:37,8r75kn,jkevinah,0,6,0.0,0,-0.8598,0.0,neutral,Low
353,2018-06-15 01:58:40,8r7czc,CallmeRoostercogburn,1,6,1.5,5,-0.0854,0.0,neutral,Low
354,2018-06-15 05:52:44,8r8nmt,thegremlin599,8,6,1.0,6,0.7476,0.0,neutral,Low
355,2018-06-15 13:33:11,8raywc,Spiral_Out_462,10,6,0.0,0,0.3094,0.0,neutral,Low
356,2018-06-15 17:19:08,8rco82,anterak13,9,6,0.0,0,0.9524,0.0,neutral,Low
357,2018-06-15 17:43:25,8rcv0a,garpunkal,2,6,0.3333333333333333,4,0.0,0.0,neutral,Low
358,2018-06-15 17:44:26,8rcvaa,thegremlin599,6,6,1.0,6,-0.4588,2.0,positive,Low
359,2018-06-16 04:34:52,8rh3nh,kb389,15,6,5.0,6,0.1513,0.0,neutral,High
360,2018-06-16 18:07:01,8rl4as,pokexpert30,12,6,18.0,19,-0.7095,0.0,neutral,Low
361,2018-06-17 03:49:28,8rok7h,kb389,2,6,5.0,6,0.0,0.0,neutral,Low
362,2018-06-17 07:12:55,8rphvt,younsomoom,13,6,1.375,19,0.3182,0.0,positive,Low
363,2018-06-17 12:47:11,8rqst5,juanbretti,48,6,2.5,7,0.8423,1.0,positive,High
364,2018-06-17 17:13:50,8rsfy4,fraggletalks,4,6,0.0,2,-0.8853,0.0,neutral,Low
365,2018-06-17 22:16:07,8rui7g,mastersnek,12,6,1.0,2,0.1179,0.0,neutral,Low
366,2018-06-18 01:16:23,8rvmg8,dbwalkerr,32,6,5.0,6,0.9365,0.0,positive,High
367,2018-06-18 21:37:19,8s3ba0,mastersnek,10,6,1.0,2,-0.7579,0.0,positive,Low
368,2018-06-18 23:46:20,8s497n,kb389,24,6,5.0,6,-0.1349,0.0,neutral,Low
369,2018-06-19 00:14:42,8s4g5k,plushPudding,9,6,0.0,1,-0.2869,0.0,neutral,Low
370,2018-06-19 00:18:12,8s4h0h,Erik713,0,6,2.0,2,-0.4151,0.0,neutral,Low
371,2018-06-19 11:15:38,8s818g,KeyWalnut,10,6,8.0,9,0.2448,0.0,neutral,Low
372,2018-06-19 21:08:19,8sci5r,Erik713,23,6,2.0,2,0.4468,1.0,positive,High
373,2018-06-20 09:45:27,8sh0rk,robin994,4,6,0.0,1,0.7444,0.0,neutral,Low
374,2018-06-20 13:57:54,8sii8v,tunkor,3,6,0.42857142857142855,10,-0.9454,0.0,neutral,Low
375,2018-06-20 17:33:16,8sk8uv,KeyWalnut,3,6,8.0,9,-0.0258,0.0,neutral,Low
376,2018-06-20 22:16:48,8smjd5,HCharlesB,2,6,0.5,3,-0.9053,0.0,neutral,Low
377,2018-06-21 03:29:40,8somez,nogoalov11,6,6,2.0,9,0.6792,0.0,neutral,Low
378,2018-06-21 06:51:18,8spq9w,gransignore,0,6,0.0,1,0.7777,0.0,neutral,Low
379,2018-06-21 06:53:41,8spqqp,rstrube,5,6,4.0,4,0.6348,0.0,neutral,Low
380,2018-06-21 14:20:45,8ss8t5,rodeopenguin,8,6,0.0,1,-0.8181,1.0,positive,Low
381,2018-06-22 04:18:49,8sygct,Spacecowboycarl,21,6,0.0,1,0.912,0.0,neutral,Low
382,2018-06-22 16:15:01,8t2kxm,thegremlin599,4,6,1.0,6,0.7971,0.0,neutral,Low
383,2018-06-22 22:13:05,8t5ant,thegremlin599,4,6,1.0,6,-0.6804,1.0,positive,Low
384,2018-06-22 23:04:52,8t5n7p,jdrodrig,0,6,1.0,8,-0.7684,0.0,neutral,Low
385,2018-06-23 01:55:46,8t6p87,fretit,6,6,0.6666666666666666,5,-0.3252,0.0,positive,Low
386,2018-06-23 05:09:05,8t7r34,KumquatJuice45,21,6,0.0,2,-0.296,0.0,positive,High
387,2018-06-23 05:26:05,8t7txy,Wintersoldierkb9,5,6,0.5,6,-0.4042,1.0,positive,Low
388,2018-06-23 05:48:13,8t7xnk,goodluckfl,2,6,0.0,1,-0.0803,0.0,neutral,Low
389,2018-06-23 07:18:01,8t8bx7,KeyWalnut,8,6,8.0,9,0.6239,0.0,neutral,Low
390,2018-06-23 08:05:56,8t8izf,younsomoom,6,6,1.375,19,-0.7789,1.0,positive,Low
391,2018-06-23 08:39:52,8t8nqe,ruscentau,21,6,0.0,1,0.2023,1.0,highly_positive,High
392,2018-06-23 08:53:57,8t8pqq,murtaza02,1,6,0.0,0,-0.5729,0.0,neutral,Low
393,2018-06-23 17:59:37,8tbpdh,Erik713,18,6,2.0,2,0.2942,0.0,highly_positive,High
394,2018-06-24 12:23:50,8thgxp,fc0712,2,6,1.0,4,0.4404,0.0,neutral,neutral
395,2018-06-24 23:07:05,8tlqi8,HowdySpaceCowboy,17,6,0.0,0,0.902,0.0,neutral,Low
396,2018-06-24 23:15:23,8tlshh,CallmeRoostercogburn,4,6,1.5,5,0.6553,0.0,neutral,Low
397,2018-06-25 10:15:07,8tpd65,Bishonen_88,6,6,0.0,0,0.264,0.0,positive,Low
398,2018-06-25 14:51:15,8tr4db,vinhtq115,18,6,0.5,3,0.0,1.0,highly_positive,Low
399,2018-06-25 17:16:04,8tsah5,travellingdev,5,6,0.0,0,0.3382,1.0,positive,Low
400,2018-06-26 13:09:38,8tzvdw,Thimoj,2,6,0.0,0,0.0,1.0,positive,Low
401,2018-06-26 20:42:28,8u3ir1,juanbretti,11,6,2.5,7,-0.9242,0.0,neutral,Low
402,2018-06-26 20:51:15,8u3l9t,KeyWalnut,12,6,8.0,9,-0.775,0.0,neutral,Low
403,2018-06-27 00:34:09,8u57a5,KeyWalnut,7,6,8.0,9,0.6767,1.0,highly_positive,Low
404,2018-06-27 02:08:00,8u5tbv,vinhtq115,5,6,0.5,3,0.87,0.0,neutral,Low
405,2018-06-27 09:30:09,8u87s6,KeyWalnut,12,6,8.0,9,-0.0387,0.0,neutral,Low
406,2018-06-28 12:34:56,8uiywd,sieffy,7,6,0.0,2,0.7003,0.0,neutral,Low
407,2018-06-28 14:15:11,8ujsy9,heartscrew,3,6,0.0,2,0.0,0.0,neutral,neutral
408,2018-06-28 14:50:35,8uk413,Homeguy123,11,6,1.5,5,-0.2732,1.0,highly_positive,High
409,2018-06-28 18:49:41,8uma4b,baltimorebirds25,1,6,0.0,0,0.9209,0.0,neutral,Low
410,2018-06-29 17:20:30,8uuwgj,nogoalov11,2,6,2.0,9,-0.1192,0.0,neutral,Low
411,2018-06-29 20:53:14,8uwkyz,kb389,0,6,5.0,6,-0.1154,0.0,neutral,Low
412,2018-06-29 22:25:07,8ux96b,UKWildcatsFan,2,6,0.0,0,0.74,0.0,neutral,Low
413,2018-06-30 09:59:19,8v0uzm,dryanmusic,1,6,0.0,2,-0.6965,1.0,positive,Low
414,2018-06-30 11:22:05,8v17li,HCharlesB,16,6,0.5,3,0.9877,1.0,positive,High
415,2018-06-30 21:27:36,8v53cc,kb389,5,6,5.0,6,-0.1725,0.0,neutral,Low
416,2018-07-01 10:51:24,8v959l,AutoModerator,137,7,0.0,8,0.9611,0.5,positive,High
417,2018-07-01 17:32:57,8vbitz,garpunkal,1,7,0.3333333333333333,4,0.3527,0.0,neutral,Low
418,2018-07-02 07:25:34,8vgrlg,hungcarl,16,7,0.5,3,-0.7601,0.0,neutral,Low
419,2018-07-02 09:54:00,8vhfj9,EragusTrenzalore,0,7,1.1666666666666667,13,0.8343,0.0,neutral,Low
420,2018-07-03 10:43:37,8vr7io,fc0712,17,7,1.0,4,0.5204,1.0,positive,Low
421,2018-07-03 14:26:55,8vsm3b,WUT_productions,5,7,0.0,2,-0.4404,0.0,neutral,Low
422,2018-07-03 20:42:51,8vvnht,Thunder_Ruler0,19,7,0.0,3,0.8708,1.0,neutral,Low
423,2018-07-03 21:27:01,8vvzw8,NycAlex,28,7,0.0,0,0.9379,0.0,positive,High
424,2018-07-04 00:42:18,8vxdux,dcummins06,3,7,0.0,2,0.1154,0.0,positive,Low
425,2018-07-04 08:02:57,8vzy6y,aless_s,7,7,1.0,2,-0.5131,0.0,neutral,Low
426,2018-07-04 11:32:34,8w0yjp,aless_s,9,7,1.0,2,0.9444,0.0,highly_positive,Low
427,2018-07-04 19:40:09,8w4dp3,Homeguy123,1,7,1.5,5,0.2263,0.0,neutral,High
428,2018-07-05 01:54:05,8w6ssx,jdrodrig,5,7,1.0,8,0.3409,2.0,positive,High
429,2018-07-05 02:04:02,8w6v19,nogoalov11,2,7,2.0,9,0.9163,0.0,neutral,Low
430,2018-07-05 03:38:54,8w7eui,mastersnek,7,7,1.0,2,0.0,0.0,neutral,High
431,2018-07-05 22:04:45,8wel9n,ruscentau,2,7,0.0,1,0.6509,0.0,neutral,Low
432,2018-07-06 01:26:17,8wg04e,Zoomichi,1,7,0.3333333333333333,4,-0.8481,0.0,neutral,Low
433,2018-07-06 12:22:15,8wjmog,MiamiVA,5,7,0.0,3,-0.5122,0.0,neutral,Low
434,2018-07-07 02:21:10,8wpuf1,Reddoughnut,5,7,0.0,0,-0.3818,0.0,positive,Low
435,2018-07-07 16:14:33,8wu932,gdkod,2,7,0.0,2,-0.0516,0.0,neutral,Low
436,2018-07-08 09:28:46,8x0d4w,Zoomichi,1,7,0.3333333333333333,4,0.504,0.0,neutral,High
437,2018-07-08 09:45:02,8x0fdo,csmiler,5,7,0.0,0,-0.7214,0.0,positive,Low
438,2018-07-08 14:48:46,8x1wxs,henryhrlim,10,7,1.0,1,0.5514,0.0,neutral,Low
439,2018-07-08 17:51:14,8x3945,B4K5c7N,5,7,0.6666666666666666,5,-0.3999,0.0,positive,Low
440,2018-07-08 20:01:16,8x490s,wobel85,13,7,0.0,2,0.2354,0.0,neutral,Low
441,2018-07-08 23:26:52,8x5sze,kb389,2,7,5.0,6,-0.6767,0.0,positive,Low
442,2018-07-09 09:51:52,8xa4lb,gransignore,11,7,0.0,1,-0.8926,0.0,neutral,Low
443,2018-07-09 17:51:34,8xe5wu,potterandy96,15,7,0.0,1,-0.4631,0.0,neutral,Low
444,2018-07-09 20:01:20,8xfjt6,yaoigay,1,7,0.75,7,-0.4993,0.0,neutral,Low
445,2018-07-10 06:43:02,8xmdbr,mirrorgiraffe,16,7,0.0,2,-0.8357,0.0,neutral,Low
446,2018-07-10 09:24:09,8xnc92,VaporEidolon,13,7,0.0,0,0.4628,1.0,highly_positive,Low
447,2018-07-10 13:12:11,8xoyog,henryhrlim,5,7,1.0,1,-0.1663,2.0,positive,Low
448,2018-07-10 22:44:38,8xu3f9,SmoothRunnings,1,7,1.0,4,-0.7809,0.0,neutral,Low
449,2018-07-11 19:04:15,8y2evo,1vs,5,7,0.0,0,0.0788,0.0,neutral,Low
450,2018-07-12 12:55:48,8y9ir6,boonetbe,0,7,0.0,0,0.9348,0.0,neutral,Low
451,2018-07-12 14:18:53,8ya61i,SmoothRunnings,3,7,1.0,4,0.2382,0.0,neutral,Low
452,2018-07-12 14:48:55,8yaetx,Homeguy123,9,7,1.5,5,-0.296,1.0,positive,Low
453,2018-07-12 16:13:44,8yb564,MattSzaszko,6,7,1.0,2,-0.9873,0.0,neutral,Low
454,2018-07-12 23:54:59,8yf0xq,Champizard,5,7,2.0,3,0.0,0.0,neutral,neutral
455,2018-07-13 04:47:45,8yh1n1,Slaskwroclaw18,12,7,1.0,2,0.7435,0.0,neutral,Low
456,2018-07-13 10:31:04,8yiuqs,hungcarl,7,7,0.5,3,0.7275,2.0,positive,Low
457,2018-07-13 15:05:44,8ykpyb,megh500,3,7,4.0,5,0.8707,0.0,highly_positive,Low
458,2018-07-13 15:32:09,8ykxoj,plushPudding,7,7,0.0,1,-0.1306,0.0,positive,Low
459,2018-07-13 17:15:06,8yltw0,VorpalTruth,1,7,0.0,1,0.9497,0.0,neutral,Low
460,2018-07-14 07:34:42,8yrmry,Bill__Clinton69,1,7,0.0,3,0.836,0.0,neutral,Low
461,2018-07-14 08:28:52,8yrv8z,Ikhlaq7,14,7,0.0,0,0.0,1.0,positive,Low
462,2018-07-14 11:02:32,8ysiqw,m4ly,5,7,3.0,4,0.9493,0.0,neutral,Low
463,2018-07-14 15:59:50,8yu8v5,Gamester997,2,7,0.3333333333333333,4,0.6767,0.0,highly_positive,Low
464,2018-07-14 16:36:44,8yuiln,dbwalkerr,3,7,5.0,6,-0.0772,0.0,positive,Low
465,2018-07-14 16:49:38,8yulwe,megh500,23,7,4.0,5,0.6541,0.0,neutral,High
466,2018-07-15 09:28:06,8z0kbu,pokexpert30,1,7,18.0,19,-0.0754,0.0,neutral,Low
467,2018-07-16 14:54:34,8zbjm6,sieffy,10,7,0.0,2,0.9457,0.0,neutral,Low
468,2018-07-16 16:19:06,8zc90i,thegremlin599,2,7,1.0,6,0.0,0.0,neutral,Low
469,2018-07-16 23:29:39,8zg0cp,m4ly,0,7,3.0,4,0.7399,0.0,neutral,Low
470,2018-07-17 02:14:14,8zh78l,Homeguy123,7,7,1.5,5,0.8085,0.0,neutral,Low
471,2018-07-17 07:43:04,8zj62y,Crypto-Rookie,6,7,2.3333333333333335,10,-0.7069,0.0,neutral,Low
472,2018-07-17 10:39:15,8zk1nm,JellyFishIceCream,56,7,1.0,1,0.8887,1.0,positive,High
473,2018-07-17 13:11:08,8zkzun,ChoteBoi,5,7,0.0,0,-0.6204,0.0,neutral,Low
474,2018-07-17 14:20:45,8zliy4,Slaskwroclaw18,9,7,1.0,2,-0.8017,0.0,neutral,Low
475,2018-07-17 14:44:52,8zlpxt,AllScrews,11,7,0.0,0,-0.1732,0.0,neutral,Low
476,2018-07-17 14:56:16,8zlt8g,rjivani,0,7,0.0,2,0.34,0.0,neutral,Low
477,2018-07-17 20:19:21,8zopgl,juanbretti,10,7,2.5,7,-0.5719,0.0,neutral,Low
478,2018-07-18 01:35:26,8zr5t8,digital_style,7,7,0.0,0,0.8387,0.0,neutral,Low
479,2018-07-18 10:05:05,8zu5uj,roushrsh,1,7,0.3333333333333333,4,0.0,0.0,neutral,Low
480,2018-07-18 15:12:33,8zwc5c,Flashaholic1,9,7,0.0,0,0.7495,1.0,positive,Low
481,2018-07-18 15:36:19,8zwjcm,nogoalov11,0,7,2.0,9,0.7951,0.0,neutral,Low
482,2018-07-18 23:09:53,900f38,gnwjd12,7,7,1.75,11,0.8037,0.0,neutral,Low
483,2018-07-19 06:00:11,9038cw,SteveTheFreshman,3,7,1.0,1,0.1292,0.0,neutral,Low
484,2018-07-19 07:19:03,903obf,pokexpert30,9,7,18.0,19,0.3844,1.0,positive,neutral
485,2018-07-19 09:27:34,904cow,Zoomichi,4,7,0.3333333333333333,4,0.2846,0.0,neutral,Low
486,2018-07-19 11:33:10,9051wr,hungcarl,5,7,0.5,3,-0.4215,0.0,neutral,Low
487,2018-07-19 17:30:56,907x1g,gdkod,2,7,0.0,2,-0.6798,1.0,positive,Low
488,2018-07-19 20:01:22,909810,SmoothRunnings,0,7,1.0,4,0.0,0.0,neutral,Low
489,2018-07-20 12:24:26,90fj66,GeorgeKaplan04,8,7,0.0,2,0.4843,0.0,neutral,Low
490,2018-07-20 14:51:16,90gmh0,nilax1,15,7,1.0,1,0.6369,0.0,neutral,Low
491,2018-07-20 18:10:19,90ibkv,Gamester997,3,7,0.3333333333333333,4,0.9298,0.0,neutral,High
492,2018-07-21 15:06:20,90pwzn,kaitlyn2004,9,7,0.6666666666666666,10,0.9399,0.0,neutral,Low
493,2018-07-22 00:51:34,90u1pp,kaitlyn2004,8,7,0.6666666666666666,10,0.7313,1.0,positive,Low
494,2018-07-22 21:58:08,911fi4,gnwjd12,11,7,1.75,11,0.0,1.0,positive,Low
495,2018-07-23 03:10:16,913kbx,JacksonDeth,20,7,4.0,5,0.0,0.0,neutral,Low
496,2018-07-23 07:35:11,91528a,RyuzakiTA,3,7,0.0,0,0.7964,0.0,neutral,Low
497,2018-07-23 10:29:40,915x0l,Crypto-Rookie,14,7,2.3333333333333335,10,0.7814,0.0,neutral,Low
498,2018-07-24 00:40:36,91coi0,yaoigay,2,7,0.75,7,0.4215,0.0,neutral,Low
499,2018-07-24 06:59:46,91f4tg,RisingOfEuropa,1,7,0.0,0,0.0,0.0,neutral,Low
500,2018-07-24 11:56:51,91gqad,JellyFishIceCream,104,7,1.0,1,0.9967,2.0,highly_positive,High
501,2018-07-24 12:53:39,91h4ha,bennyj22,9,7,1.0,2,-0.6166,1.0,positive,Low
502,2018-07-24 13:26:06,91hdaa,nilax1,0,7,1.0,1,0.6098,0.0,neutral,Low
